,country_code,file,details
f,GB,"[{'v': 'azt-0.0.4-py3-none-any.whl'}, {'v': 'azt'}, {'v': '0.0.4'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'az_k8s_operations-0.1.8-py3-none-any.whl'}, {'v': 'az-k8s-operations'}, {'v': '0.1.8'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'awscrt-0.2.22-cp27-cp27mu-manylinux1_x86_64.whl'}, {'v': 'awscrt'}, {'v': '0.2.22'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azure-cli-2.0.40.tar.gz'}, {'v': 'azure-cli'}, {'v': '2.0.40'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azure-cli-taskhelp-0.1.0b10.tar.gz'}, {'v': 'azure-cli-taskhelp'}, {'v': '0.1.0b10'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,US,"[{'v': 'AWSpider-0.3.0.20.tar.gz'}, {'v': 'awspider'}, {'v': '0.3.0.20'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azure-cli-profile-2.0.9.tar.gz'}, {'v': 'azure-cli-profile'}, {'v': '2.0.9'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,CN,"[{'v': 'awsume-4.2.7-py3-none-any.whl'}, {'v': 'awsume'}, {'v': '4.2.7'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.4.1'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azure-cli-iot-0.1.2.tar.gz'}, {'v': 'azure-cli-iot'}, {'v': '0.1.2'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,US,"[{'v': 'awscli-1.8.1.tar.gz'}, {'v': 'awscli'}, {'v': '1.8.1'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'setuptools'}, {'v': '3.3'}]}}, {'v': '2.7'}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azure_cli_appservice-0.2.12-py2.py3-none-any.whl'}, {'v': 'azure-cli-appservice'}, {'v': '0.2.12'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azure_cli_context-0.1.0b9-py2.py3-none-any.whl'}, {'v': 'azure-cli-context'}, {'v': '0.1.0b9'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azure_cli_configure-2.0.17-py2.py3-none-any.whl'}, {'v': 'azure-cli-configure'}, {'v': '2.0.17'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,US,"[{'v': 'AX3_model_extras-1.1.0-py3-none-any.whl'}, {'v': 'ax3-model-extras'}, {'v': '1.1.0'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azure-cli-component-2.0.4.tar.gz'}, {'v': 'azure-cli-component'}, {'v': '2.0.4'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azure-cli-shell-0.1.1a9.tar.gz'}, {'v': 'azure-cli-shell'}, {'v': '0.1.1a9'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,US,"[{'v': 'azely-0.5.2.tar.gz'}, {'v': 'azely'}, {'v': '0.5.2'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'requests'}, {'v': '2.23.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'AX3%20model%20extras-1.2.2.tar.gz'}, {'v': 'ax3-model-extras'}, {'v': '1.2.2'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'axial-0.2.2.tar.gz'}, {'v': 'axial'}, {'v': '0.2.2'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,ES,"[{'v': 'awslimitchecker-8.0.2.tar.gz'}, {'v': 'awslimitchecker'}, {'v': '8.0.2'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.3.1'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'awscli-1.15.67.tar.gz'}, {'v': 'awscli'}, {'v': '1.15.67'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,IE,"[{'v': 'awscli-1.16.133-py2.py3-none-any.whl'}, {'v': 'awscli'}, {'v': '1.16.133'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'setuptools'}, {'v': '40.8.0'}]}}, {'v': '3.7'}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,JP,"[{'v': 'awscli-1.16.12-py2.py3-none-any.whl'}, {'v': 'awscli'}, {'v': '1.16.12'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'setuptools'}, {'v': '38.4.0'}]}}, {'v': '2.7'}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,US,"[{'v': 'AYABInterface-0.0.8.win32.exe'}, {'v': 'ayabinterface'}, {'v': '0.0.8'}, {'v': 'bdist_wininst'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'Axelrod-4.5.0-py2.py3-none-any.whl'}, {'v': 'axelrod'}, {'v': '4.5.0'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azure-cli-privatedns-1.0.0.tar.gz'}, {'v': 'azure-cli-privatedns'}, {'v': '1.0.0'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azure-cli-0.1.0b4.tar.gz'}, {'v': 'azure-cli'}, {'v': '0.1.0b4'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,US,"[{'v': 'awswrangler-0.3.2-py3.6.egg'}, {'v': 'awswrangler'}, {'v': '0.3.2'}, {'v': 'bdist_egg'}]","[{'v': {'f': [{'v': 'setuptools'}, {'v': '41.6.0'}]}}, {'v': '3.6'}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,US,"[{'v': 'Axelrod-4.6.0-py2.py3-none-any.whl'}, {'v': 'axelrod'}, {'v': '4.6.0'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azure-cli-acs-2.1.3.tar.gz'}, {'v': 'azure-cli-acs'}, {'v': '2.1.3'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azkaban-orchestrator-0.0.1.tar.gz'}, {'v': 'azkaban-orchestrator'}, {'v': '0.0.1'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'axado.pyjade-4.0.3.tar.gz'}, {'v': 'axado-pyjade'}, {'v': '4.0.3'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,SG,"[{'v': 'AWSIoTPythonSDK-1.4.6.tar.gz'}, {'v': 'awsiotpythonsdk'}, {'v': '1.4.6'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'requests'}, {'v': '2.18.4'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,US,"[{'v': 'axsemantics-cli-0.1.4.tar.gz'}, {'v': 'axsemantics-cli'}, {'v': '0.1.4'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'requests'}, {'v': '2.23.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,US,"[{'v': 'awscli_saml-1.1.1-py2.py3-none-any.whl'}, {'v': 'awscli-saml'}, {'v': '1.1.1'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'requests'}, {'v': '2.23.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'awscli-1.16.312.tar.gz'}, {'v': 'awscli'}, {'v': '1.16.312'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'axblack-20191124-py36-none-any.whl'}, {'v': 'axblack'}, {'v': '20191124'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azure_cli_acr-2.2.0-py2.py3-none-any.whl'}, {'v': 'azure-cli-acr'}, {'v': '2.2.0'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'ayrton-0.7.2.1.tar.gz'}, {'v': 'ayrton'}, {'v': '0.7.2.1'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'AWSIoTPythonSDK-1.1.2.tar.gz'}, {'v': 'awsiotpythonsdk'}, {'v': '1.1.2'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azure_cli_storage-2.0.27-py2.py3-none-any.whl'}, {'v': 'azure-cli-storage'}, {'v': '2.0.27'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,US,"[{'v': 'Axelrod-0.0.27.tar.gz'}, {'v': 'axelrod'}, {'v': '0.0.27'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'axf-0.0.9.tar.gz'}, {'v': 'axf'}, {'v': '0.0.9'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,US,"[{'v': 'awsume-4.3.0a3-py3-none-any.whl'}, {'v': 'awsume'}, {'v': '4.3.0a3'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'awsencrytpionsdkcli-0.0.1.tar.gz'}, {'v': 'awsencrytpionsdkcli'}, {'v': '0.0.1'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'awscrt-0.2.13-cp27-cp27m-manylinux1_x86_64.whl'}, {'v': 'awscrt'}, {'v': '0.2.13'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'awsmc-0.0.7-py2.py3-none-any.whl'}, {'v': 'awsmc'}, {'v': '0.0.7'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azure-cli-nspkg-0.1.1.tar.gz'}, {'v': 'azure-cli-nspkg'}, {'v': '0.1.1'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,AU,"[{'v': 'awswrangler-0.2.5-py3.6.egg'}, {'v': 'awswrangler'}, {'v': '0.2.5'}, {'v': 'bdist_egg'}]","[{'v': {'f': [{'v': 'setuptools'}, {'v': '41.6.0'}]}}, {'v': '3.6'}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,SG,"[{'v': 'awsutils-s3-0.3.0.tar.gz'}, {'v': 'awsutils-s3'}, {'v': '0.3.0'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'requests'}, {'v': '2.18.4'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,US,"[{'v': 'awscrt-0.5.11-cp27-cp27m-macosx_10_9_x86_64.whl'}, {'v': 'awscrt'}, {'v': '0.5.11'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'requests'}, {'v': '2.23.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'awsume-2.1.5.tar.gz'}, {'v': 'awsume'}, {'v': '2.1.5'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'AWSpider-0.1.8.4.tar.gz'}, {'v': 'awspider'}, {'v': '0.1.8.4'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'awsutils-s3-0.0.2.tar.gz'}, {'v': 'awsutils-s3'}, {'v': '0.0.2'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,US,"[{'v': 'AWSIoTPythonSDK-1.4.7.tar.gz'}, {'v': 'awsiotpythonsdk'}, {'v': '1.4.7'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'Browser'}, {'v': None}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azure_cli_interactive-0.3.28-py2.py3-none-any.whl'}, {'v': 'azure-cli-interactive'}, {'v': '0.3.28'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azure-cli-sql-2.1.4.tar.gz'}, {'v': 'azure-cli-sql'}, {'v': '2.1.4'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azkaban_ctrl-0.2.4-py2.py3-none-any.whl'}, {'v': 'azkaban-ctrl'}, {'v': '0.2.4'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azure_cli_nspkg-2.0.0-py2.py3-none-any.whl'}, {'v': 'azure-cli-nspkg'}, {'v': '2.0.0'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azure_cli_core-2.0.61-py2.py3-none-any.whl'}, {'v': 'azure-cli-core'}, {'v': '2.0.61'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azure_cli_core-2.0.37-py2.py3-none-any.whl'}, {'v': 'azure-cli-core'}, {'v': '2.0.37'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azure_cli_ml-0.1.0a1-py2.py3-none-any.whl'}, {'v': 'azure-cli-ml'}, {'v': '0.1.0a1'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'awswrangler-0.0b27.tar.gz'}, {'v': 'awswrangler'}, {'v': '0.0b27'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azure_cli_feedback-2.0.4-py2.py3-none-any.whl'}, {'v': 'azure-cli-feedback'}, {'v': '2.0.4'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,US,"[{'v': 'azure_cli_hdinsight-0.3.5-py2.py3-none-any.whl'}, {'v': 'azure-cli-hdinsight'}, {'v': '0.3.5'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'requests'}, {'v': '2.23.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azure-cli-profile-2.0.25.tar.gz'}, {'v': 'azure-cli-profile'}, {'v': '2.0.25'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azure-cli-storage-2.3.0.tar.gz'}, {'v': 'azure-cli-storage'}, {'v': '2.3.0'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azure_cis_scanner-0.2.13.tar.gz'}, {'v': 'azure-cis-scanner'}, {'v': '0.2.13'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'ax-0.14.0-py3-none-any.whl'}, {'v': 'ax'}, {'v': '0.14.0'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'awscrt-0.2.15-cp37-cp37m-manylinux1_x86_64.whl'}, {'v': 'awscrt'}, {'v': '0.2.15'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'awswrangler-0.0b23-py36,py37-none-any.whl'}, {'v': 'awswrangler'}, {'v': '0.0b23'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,SG,"[{'v': 'awsparameter-1.6.tar.gz'}, {'v': 'awsparameter'}, {'v': '1.6'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'requests'}, {'v': '2.18.4'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'awsme-0.2.3.tar.gz'}, {'v': 'awsme'}, {'v': '0.2.3'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,SG,"[{'v': 'ay-0.1.tar.gz'}, {'v': 'ay'}, {'v': '0.1'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'requests'}, {'v': '2.18.4'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,US,"[{'v': 'awscli-1.1.0.tar.gz'}, {'v': 'awscli'}, {'v': '1.1.0'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'setuptools'}, {'v': '36.2.7'}]}}, {'v': '2.7'}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'axf-0.0.16.tar.gz'}, {'v': 'axf'}, {'v': '0.0.16'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azure_cli_batchai-0.1.4-py2.py3-none-any.whl'}, {'v': 'azure-cli-batchai'}, {'v': '0.1.4'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azure_cli_eventgrid-0.2.0-py2.py3-none-any.whl'}, {'v': 'azure-cli-eventgrid'}, {'v': '0.2.0'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,US,"[{'v': 'AX3%20model%20extras-1.2.3.tar.gz'}, {'v': 'ax3-model-extras'}, {'v': '1.2.3'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'AX3_Mercadopago-0.2.2-py3-none-any.whl'}, {'v': 'ax3-mercadopago'}, {'v': '0.2.2'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'aztk-0.10.1.tar.gz'}, {'v': 'aztk'}, {'v': '0.10.1'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
