,country_code,file,details
f,GB,"[{'v': 'azure_cli_dls-0.1.5-py2.py3-none-any.whl'}, {'v': 'azure-cli-dls'}, {'v': '0.1.5'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azure_cli_keyvault-2.0.12-py2.py3-none-any.whl'}, {'v': 'azure-cli-keyvault'}, {'v': '2.0.12'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azure_cli_appservice-0.2.8-py2.py3-none-any.whl'}, {'v': 'azure-cli-appservice'}, {'v': '0.2.8'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azure-cli-cdn-0.1.1.tar.gz'}, {'v': 'azure-cli-cdn'}, {'v': '0.1.1'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,CN,"[{'v': 'AWSEnums-0.0.1.dev12.tar.gz'}, {'v': 'awsenums'}, {'v': '0.0.1.dev12'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,US,"[{'v': 'awscli-1.1.0.tar.gz'}, {'v': 'awscli'}, {'v': '1.1.0'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'setuptools'}, {'v': '36.2.7'}]}}, {'v': '2.7'}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'AWSScout2-3.0.0.tar.gz'}, {'v': 'awsscout2'}, {'v': '3.0.0'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,SG,"[{'v': 'Axelrod-2.10.0.tar.gz'}, {'v': 'axelrod'}, {'v': '2.10.0'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'requests'}, {'v': '2.18.4'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'awspice-1.4.4.tar.gz'}, {'v': 'awspice'}, {'v': '1.4.4'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'awsgen-0.0.10-py2.py3-none-any.whl'}, {'v': 'awsgen'}, {'v': '0.0.10'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'awsrightsizer-1.0.1-py3-none-any.whl'}, {'v': 'awsrightsizer'}, {'v': '1.0.1'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'awscli-1.14.38.tar.gz'}, {'v': 'awscli'}, {'v': '1.14.38'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'awsiamvault-0.0.2-py3-none-any.whl'}, {'v': 'awsiamvault'}, {'v': '0.0.2'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'awscli-1.11.10-py2.py3-none-any.whl'}, {'v': 'awscli'}, {'v': '1.11.10'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'awscli-1.11.146.tar.gz'}, {'v': 'awscli'}, {'v': '1.11.146'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'awscli-1.18.13.tar.gz'}, {'v': 'awscli'}, {'v': '1.18.13'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'awscli-1.11.28.tar.gz'}, {'v': 'awscli'}, {'v': '1.11.28'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'awscli-1.16.29.tar.gz'}, {'v': 'awscli'}, {'v': '1.16.29'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azure_cli_cloud-2.0.4-py2.py3-none-any.whl'}, {'v': 'azure-cli-cloud'}, {'v': '2.0.4'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azure_cli_batch-2.0.4-py2.py3-none-any.whl'}, {'v': 'azure-cli-batch'}, {'v': '2.0.4'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azure_cli_iot-0.1.0b9-py2.py3-none-any.whl'}, {'v': 'azure-cli-iot'}, {'v': '0.1.0b9'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'axonbot_slack-1.0.14-py2.py3-none-any.whl'}, {'v': 'axonbot-slack'}, {'v': '1.0.14'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'axopy-0.2.2-py2.py3-none-any.whl'}, {'v': 'axopy'}, {'v': '0.2.2'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azure_cli_role-0.1.1b2-py2.py3-none-any.whl'}, {'v': 'azure-cli-role'}, {'v': '0.1.1b2'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azkaban-0.6.29.tar.gz'}, {'v': 'azkaban'}, {'v': '0.6.29'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,US,"[{'v': 'AWSpider-0.3.1.3.tar.gz'}, {'v': 'awspider'}, {'v': '0.3.1.3'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'axographio-0.1.1b1-py2.6-linux-x86_64.egg'}, {'v': 'axographio'}, {'v': '0.1.1b1'}, {'v': 'bdist_egg'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'awscli-1.11.92-py2.py3-none-any.whl'}, {'v': 'awscli'}, {'v': '1.11.92'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'awshelpers-0.0.40-py2.py3-none-any.whl'}, {'v': 'awshelpers'}, {'v': '0.0.40'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,US,"[{'v': 'AyanREngineSDK-0.0.11.tar.gz'}, {'v': 'ayanrenginesdk'}, {'v': '0.0.11'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azure-cli-lab-0.1.7.tar.gz'}, {'v': 'azure-cli-lab'}, {'v': '0.1.7'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,US,"[{'v': 'aztecdecoder-1.0.0.zip'}, {'v': 'aztecdecoder'}, {'v': '1.0.0'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'requests'}, {'v': '2.23.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azure-cli-iotcentral-0.1.7.tar.gz'}, {'v': 'azure-cli-iotcentral'}, {'v': '0.1.7'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,VN,"[{'v': 'azure-cli-keyvault-2.0.23.tar.gz'}, {'v': 'azure-cli-keyvault'}, {'v': '2.0.23'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'Browser'}, {'v': None}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'awscli-1.12.0.tar.gz'}, {'v': 'awscli'}, {'v': '1.12.0'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azure_cli_search-0.1.1-py2.py3-none-any.whl'}, {'v': 'azure-cli-search'}, {'v': '0.1.1'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azure_cli_monitor-0.0.1-py2.py3-none-any.whl'}, {'v': 'azure-cli-monitor'}, {'v': '0.0.1'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azure_cli_profile-2.0.17-py2.py3-none-any.whl'}, {'v': 'azure-cli-profile'}, {'v': '2.0.17'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'awslimitchecker-4.0.2.tar.gz'}, {'v': 'awslimitchecker'}, {'v': '4.0.2'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'AWSpider-0.2.2.5.tar.gz'}, {'v': 'awspider'}, {'v': '0.2.2.5'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'az_k8s_operations-1.1.22-py2.py3-none-any.whl'}, {'v': 'az-k8s-operations'}, {'v': '1.1.22'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'awscrt-0.3.3-cp35-cp35m-win_amd64.whl'}, {'v': 'awscrt'}, {'v': '0.3.3'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'awscli-1.11.185-py2.py3-none-any.whl'}, {'v': 'awscli'}, {'v': '1.11.185'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'awsume-4.2.7-py3-none-any.whl'}, {'v': 'awsume'}, {'v': '4.2.7'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,US,"[{'v': 'AxisUtilities-19.11.15.40361-py3-none-any.whl'}, {'v': 'axisutilities'}, {'v': '19.11.15.40361'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azure_cli_servicebus-0.2.3-py2.py3-none-any.whl'}, {'v': 'azure-cli-servicebus'}, {'v': '0.2.3'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azure-cli-sql-2.0.17.tar.gz'}, {'v': 'azure-cli-sql'}, {'v': '2.0.17'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'awstorrent-0.0.5.tar.gz'}, {'v': 'awstorrent'}, {'v': '0.0.5'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'awscli-1.16.215-py2.py3-none-any.whl'}, {'v': 'awscli'}, {'v': '1.16.215'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,SG,"[{'v': 'Axelrod-3.8.1.tar.gz'}, {'v': 'axelrod'}, {'v': '3.8.1'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'requests'}, {'v': '2.18.4'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,US,"[{'v': 'awsume-4.3.0a2.tar.gz'}, {'v': 'awsume'}, {'v': '4.3.0a2'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.2.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azure_batch_extensions-2.0.0-py2.py3-none-any.whl'}, {'v': 'azure-batch-extensions'}, {'v': '2.0.0'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'AwsSsh-0.0.2.tar.gz'}, {'v': 'awsssh'}, {'v': '0.0.2'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'awscli-1.16.11-py2.py3-none-any.whl'}, {'v': 'awscli'}, {'v': '1.16.11'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azure-cli-2.0.23.tar.gz'}, {'v': 'azure-cli'}, {'v': '2.0.23'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'AYAB-0.9-linux.tar.gz'}, {'v': 'ayab'}, {'v': '0.9'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azure-cli-core-2.0.35.tar.gz'}, {'v': 'azure-cli-core'}, {'v': '2.0.35'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azure-cli-interactive-0.3.20.tar.gz'}, {'v': 'azure-cli-interactive'}, {'v': '0.3.20'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azure-cli-cosmosdb-0.2.8.tar.gz'}, {'v': 'azure-cli-cosmosdb'}, {'v': '0.2.8'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azure_cli-2.0.64-py2.py3-none-any.whl'}, {'v': 'azure-cli'}, {'v': '2.0.64'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azulejo-0.36.tar.gz'}, {'v': 'azulejo'}, {'v': '0.36'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'Axelrod-2.5.0.tar.gz'}, {'v': 'axelrod'}, {'v': '2.5.0'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'az_k8s_operations-1.1.22.tar.gz'}, {'v': 'az-k8s-operations'}, {'v': '1.1.22'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'awswrangler-0.0b20.tar.gz'}, {'v': 'awswrangler'}, {'v': '0.0b20'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,SG,"[{'v': 'AxisUtilities-19.11.15.40684.tar.gz'}, {'v': 'axisutilities'}, {'v': '19.11.15.40684'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'requests'}, {'v': '2.18.4'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azure_cli_interactive-0.3.6-py2.py3-none-any.whl'}, {'v': 'azure-cli-interactive'}, {'v': '0.3.6'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,CA,"[{'v': 'azure_cli_acs-2.4.4-py2.py3-none-any.whl'}, {'v': 'azure-cli-acs'}, {'v': '2.4.4'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'Nexus'}, {'v': '3.20.1-01'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azure_cli-0.1.0b11-py2.py3-none-any.whl'}, {'v': 'azure-cli'}, {'v': '0.1.0b11'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azure_cli_lab-0.0.21-py2.py3-none-any.whl'}, {'v': 'azure-cli-lab'}, {'v': '0.0.21'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azure_cli_lab-0.0.11-py2.py3-none-any.whl'}, {'v': 'azure-cli-lab'}, {'v': '0.0.11'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azure_cli_profile-2.0.2-py2.py3-none-any.whl'}, {'v': 'azure-cli-profile'}, {'v': '2.0.2'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azure-cli-eventgrid-0.2.3.tar.gz'}, {'v': 'azure-cli-eventgrid'}, {'v': '0.2.3'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,US,"[{'v': 'awscli-1.1.0.tar.gz'}, {'v': 'awscli'}, {'v': '1.1.0'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'setuptools'}, {'v': '36.2.7'}]}}, {'v': '2.7'}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azure-cli-shell-0.1.1a23.tar.gz'}, {'v': 'azure-cli-shell'}, {'v': '0.1.1a23'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,CN,"[{'v': 'Axe-0.0.2a.tar.gz'}, {'v': 'axe'}, {'v': '0.0.2a'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azure-cli-cdn-0.0.11.tar.gz'}, {'v': 'azure-cli-cdn'}, {'v': '0.0.11'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'ayx_learn-0.0.1.167476-py3-none-any.whl'}, {'v': 'ayx-learn'}, {'v': '0.0.1.167476'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azure-cli-sql-2.0.2.tar.gz'}, {'v': 'azure-cli-sql'}, {'v': '2.0.2'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'awssamlpy2-1.0.6.2.tar.gz'}, {'v': 'awssamlpy2'}, {'v': '1.0.6.2'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,US,"[{'v': 'AWSpider-0.2.1.9.tar.gz'}, {'v': 'awspider'}, {'v': '0.2.1.9'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azure-cli-rdbms-0.2.3.tar.gz'}, {'v': 'azure-cli-rdbms'}, {'v': '0.2.3'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
